"author_name","paper_title"
"Ryo Suzuki","RealityTalk: Real-Time Speech-Driven Augmented Presentation for AR Live Storytelling"
"Ryohei Nakatsu","Sound of Ikebana: Fluid Artwork Created under Zero-G Using Parabolic Flight"
"Ryota Kuwakubo","The Re-Inventing the Wheel Project: An archaeological approach for making things alternatively"
"Ryuichi Ono","Tangible VFX: Physical Objects with Added VFX Effects"
"Rébecca Kleinberger","Voice at NIME: a Taxonomy of New Interfaces for Vocal Musical Expression"
"Rémi Lapierre","The Enigma A/V performance & the concept of Agnostic Media Environment (AME)"
"Rémi Lapierre","The “Piano-of-Lights”: a visual-music instrument for FullDome display"
"Rémi Ronfard","Feeling One’s Way: In Search of a Symbiotic Vocabulary of the Virtual"
"Rémi Ronfard","The Hitchcock Experience - a Spatial Montage project"
"Rémi Ronfard","Visualizing Isadora Duncan’s movement qualities"
"Rémi Sagot-Duvauroux","The Hitchcock Experience - a Spatial Montage project"
"Rémi Sagot-Duvauroux","Feeling One’s Way: In Search of a Symbiotic Vocabulary of the Virtual"
"Rômulo Vieira","Fliperama: An affordable Arduino based MIDI Controller"
"S. Gibet","Elemental: a Gesturally Controlled System to Perform Meteorological Sounds"
"S. M. Astrid Bin","A NIME of the Times: Developing an Outward-Looking Political Agenda For This Community"
"S. M. Astrid Bin","Where Few NIMEs Have Gone Before: Lessons in instrument design from Star Trek"
"S. M. Astrid Bin","Discourse is critical: Towards a collaborative NIME history"
"S. M. Astrid Bin","The Other Hegemony: Effects of Software Development Culture on Music Software, and What We Can Do About It"
"S.K. Kasich","Morphological evolution of musical interface: design approach (work in progress)"
"Sabeth Buchmann","Introduction: “Is There a Place (Still) For Criticism?”"
"Sabina Hyoju Ahn","Parasitic signals: Multimodal Sonata for Real-time Interactive Simulation of the SARS-CoV-2 Virus"
"Sabina Hyoju Ahn","Sonic Transformation with Living Matter"
"Sabina Hyoju Ahn","Parasitic Signals: Coexistence with the SARS-CoV-2 virus"
"Sabri Gokmen","Metamorphic Leaves"
"Sabrina Kacher","Proposal of a Knowledge Capitalization Process to Construct Eco-Diars: A Knowledge-driven Platform Applied to Traditional Algerian Domestic Architecture"
"Sadam Fujioka","drop: An Interactive Art Installation with Waterdrop Projection-Mapping"
"Sadia Sadia","The Illuminated Self: Transcendent and Epiphanic States in the Encompassing Aesthetic Environment"
"Sadiya Akasha","An Aquarium of Machines: A Physically Realized Artificial Life Simulation"
"Saeid Nahavandi","Feels Like Dancing: Motion Capture–Driven Haptic Interface as an Added Sensory Experience for Dance Viewing"
"Safia Meklati","Surface Damage Identification for Heritage Site Protection: A Mobile Crowd-sensing Solution Based on Deep Learning"
"Safia Ouahab","Proposal of a Knowledge Capitalization Process to Construct Eco-Diars: A Knowledge-driven Platform Applied to Traditional Algerian Domestic Architecture"
"Safinah Arshad Ali","Escape!Bot: Social Robots as Creative Problem-Solving Partners"
"Sageev Oore","Promptify: Text-to-Image Generation through Interactive Prompt Exploration with Large Language Models"
"Sahand Ajami","The Hapstrument: A Bimanual Haptic Interface for Musical Expression"
"Sahil Singh Jasrotia","Role of engagement in online gaming: a study of generation Z customers"
"Sahra Kunz","Introduction: Animation Between Theory and Practice"
"Salil Parekh","Chat-HI: Exploring Indian National Identity Through Machine-Generated Text"
"Sally Jane Norman","Technology is Land: Strategies towards decolonisation of technology in artmaking"
"Salvador Miranda","Aesthetics and the semblance of the real in terroristic gameplay"
"Sam Bilbow","Evaluating polaris~ - An Audiovisual Augmented Reality Experience Built on Open-Source Hardware and Software"
"Sam Ferguson","Gesture and Narrative: Blending Human Performance with Visual Storytelling"
"Sam Ferguson","A Study of Creative Development with an IoT-based Audiovisual System: Creative Strategies and Impacts for System Design"
"Sam Ferguson","Buildings as Audio Visual Synthesisers: Experiments Performing Live Music on Wirelessly Networked Multi-Speaker Media Architectures"
"Sam Mejias","The Main Course Was Mealworms: The Epistemics of Art and Science in Public Engagement"
"Sam Roig","Live Coding with the Cloud and a Virtual Agent"
"Sam Trolland","AirSticks 2.0: Instrument Design for Expressive Gestural Interaction"
"Samantha Ramsden","Speakers, More Speakers!!! – Developing Interactive, Distributed, Smartphone-Based, Immersive Experiences for Music and Art"
"Samantha Speer","SPEERLoom: An Open-Source Loom Kit for Interdisciplinary Learning in Math, Engineering, and Textiles"
"Samantha Topley","The 10,000 Instruments Workshop - (Im)practical Research for Critical Speculation"
"Sami Silén","Aesthetic emotions in a mixed reality gastrosonic experience: an exploratory study"
"Samir Bhowmik","Memory Machines: Infrastructural Performance as an Art Method"
"Samira Awad","Contingent Dreams"
"Samuel Boury","Random walks through poetry"
"Samuel Ferguson","Space shaping in the design process for creative coding: a case study in media multiplicities"
"Samuel Huron","Biohybrid Devices: Prototyping Interactive Devices with Growable Materials"
"Samuel J. Hunt","Composing computer generated music, an observational study using IGME: the Interactive Generative Music Environment"
"Samuel Thulin","Data, Sense, Resonance: An Art of Diabetic Self-Tracking"
"Samuel Thulin","Step, step, rest, step: challenging age-related norms and biometric bodies through self-tracking data-rematerialization"
"Samuelle Bourgault","An Adaptable Workflow for Manual-Computational Ceramic Surface Ornamentation"
"Samuelle Bourgault","NEO//QAB: Creating a World Through Speculative Play"
"Sana Altaf","Nalo Hopkinson’s Midnight Robber: Blending technology and fantasy in a dystopian narrative"
"Sana Altaf","Negotiating patriarchal hegemony: Female agency in Christina Dalcher’s Vox"
"Sandeep Kumar Roy","A Low-Cost Method and Surveying of the Historical Structures from Digital Resources"
"Sandeep Virdi","Waiting for the Wave in Metaverse"
"Sandra Cuevas","From hallucinatory Art to hallucination in the Virtuality. Devices for Alternative Realities."
"Sandra de Berduccy","Spinning the Conductors of an Indigenous Tradition: Toward a Continuity of Traditional Andean Weaving with New Electronic Technologies"
"Sandra Muciño","Suggested Practices for Creating an Inclusive Hackerspace for Music/Sound/NIMEs"
"Sandra Volny","Aural Soilscapes: Sensory Challenges in a Subterranean World"
"Sandra Volny","Voices of Climate Change"
"Sandrine Chudet","Amstramgrame: Making Scientific Concepts More Tangible Through Music Technology at School"
"Sandy Claes","The Weird, the Cute and the Dark: How to Account for Aesthetics When Working on Awareness about Design Patterns"
"Sang Won Lee","SHARP: Supporting Exploration and Rapid State Navigation in Live Coding Music"
"Sang-Hyun Lee","Stereoscopic Viewing and Monoscopic Touching: Selecting Distant Objects in VR Through a Mobile Device"
"Sang-won Leigh","A Study on Learning Advanced Skills on Co-Playable Robotic Instruments"
"Sang-won Leigh","Machine-enacted Modes of Creative Exploration"
"Sangho Suh","Sensecape: Enabling Multilevel Exploration and Sensemaking with Large Language Models"
"Sangho Suh","CodeToon: Story Ideation, Auto Comic Generation, and Structure Mapping for Code-Driven Storytelling"
"Sanjay Sahota","Somatic Montage: Supra-Dimensional Composition in Cinema and the Arts"
"Sanjay Sahota","Of Ice Shields, Oceans, and Train Yards: Research-Creation Toward Mythological Contact with a Feral Terrain"
"Sanjay Sahota","3047: A Dark Room Body"
"Sanjay Sahota","Humanizing Technology through Post-Digital Art"
"Sanjay Sahota","Infinitesimal to Infinity: Ryoji Ikeda’s Data Composition and Space of Sensing"
"Sanjay Sahota","DNA and RNA Sequences as Systems for Music Composition: Portfolio of Compositions"
"Sanjay Sahota","Productive Bodies"
"Sanjay Sahota","Leonardo Abstracts Service: Top-Rated LABS Abstracts 2019"
"Sanjay Sahota","Alternative Aesthetics of Inclusive Design"
"Sanjay Sahota","Enviro-Envision: Visualizing Climate Change through Art"
"Sanjay Sahota","Evolution of the Subject: Synthetic Biology in Fine Art Practice"
"Sanjay Sahota","Species Interactions and Climate Change in the Loss of Joshua Trees and the Role of Eco-Art for Understanding Multispecies Connections"
"Sanjay Sahota","Moving Image and the Space around the Frame: Time-Based Installations and Forms of Experience"
"Sanjay Sahota","“Ah Ha” Moments: Novice Choreographers Using Defamiliarization in Digital Choreographic Technologies"
"Sanjay Sahota","Responsive and Emotive Wearable Tech: Physiological Data, Devices and Communication"
"Sanjay Sahota","Unveiling Interfaces: A Software Studies Board Game for Algorithmic Literacy"
"Sanna Heinänen","A psychological perspective on the sociotechnical enablers of knowledge worker digital creativity"
"Santiago Morilla Chinchilla","Postlocative Art for a Non-Anthropocentric World"
"Sapna Tayal","Constraint-Driven Robotic Surfaces, at Human-Scale"
"Sara Alzahrani","Tweet for help: the role of social media in disaster events and the case of the 2015 Mina stampede"
"Sara Bonaventura","THE DANCE OF THE WOBBULATOR"
"Sara Ibérico Nogueira","Robotics-Based Interventions for Children’s Creativity"
"Sara Nabil","Goldwork Embroidery: Interviews with Practitioners on Working with Metal Threads and Opportunities for E-textile Hybrid Crafts"
"Sara Oscar","Curious spectatorship in the age of deepfakes"
"Sara Rodrigues Silva","Collaboration Superpowers: The Process of Crafting an Interactive Storytelling Animation"
"Sara Sithi-Amnuai","Exploring Identity Through Design: A Focus on the Cultural Body Via Nami"
"Sarah Ellenbogen","Skinergy: Machine-Embroidered Silicone-Textile Composites as On-Skin Self-Powered Input Sensors"
"Sarah Fdili Alaoui","Visualizing Isadora Duncan’s movement qualities"
"Sarah Gimbert Sterman","Creative and Motivational Strategies Used by Expert Creative Practitioners"
"Sarah Gimbert Sterman","Ai.llude: Investigating Rewriting AI-Generated Text to Support Creative Expression"
"Sarah Grant","Slime Mold and Network Imaginaries: An Experimental Approach to Communication"
"Sarah Martindale","Decoding AI in Contemporary Art: A Five-Trope Classification for Understanding and Categorization"
"Sarah Neville","William Shakespeare’s Much A-Zoom About Nothing"
"Sarah Nicita","FibeRobo: Fabricating 4D Fiber Interfaces by Continuous Drawing of Temperature Tunable Liquid Crystal Elastomers"
"Sarah Pink","Troubleshooting as a method in COVID-19 times: smart home ethnographies and remote aged care innovation"
"Sarah R. Davies","Tracing (in)visibilising practices: engaging with simulations for architecture and spatial planning"
"Sarah Whatley","Personalising prosthetics: digital interventions in disability and dance"
"Sasha Leitman","Sound-Based Sensors for NIMEs"
"Sasha Leitman","Resonant Object Interface: Implementation and Initial Exploration of a Tactile Acoustic Interface"
"Sasithorn Rattanarungrot","Preserving Southern Thai Traditional Manora Dance Through Mobile Role-Playing Game Technology"
"Saskia Vermeylen","Space Art as a Critique of Space Law | Космическое искусство как критика космического права"
"Satchel Peterson","MaxPy: An open-source Python package for programmatic construction and manipulation of MaxMSP patches"
"Satinder Gille","A Telepresence Stage: or how to create theatre in a pandemic – project report"
"Satvik Venkatesh","Composing Popular Music with Physarum polycephalum-based Memristors"
"Satvik Venkatesh","Designing Brain-computer Interfaces for Sonic Expression"
"Savita Rani","CHIME Design Lab: Community-centred, Collaborative Health Innovation partnered with Medical Education"
"Savvas Dimitrios Petridis","SymbolFinder: Brainstorming Diverse Symbols Using Local Semantic Networks"
"Scott Barton","Parthenope: A Robotic Musical Siren"
"Scott Barton","Circularity in Rhythmic Representation and Composition"
"Scott Cameron","Positioning Paradata: A Conceptual Frame for AI Processual Documentation in Archives and Recordkeeping Contexts"
"Scott Hessels","The Art of Trajectory: Celestial Mechanics V"
"Scott Hessels","Below Victory: Subsurface Radar Advances for Creative Digital Heritage"
"Scott Hessels","Below Victory: Revealing a Buried Past and Present"
"Scott Hessels","Fugitive Color and the Choreographed Escape"
"Scott Hudson","Constraint-Driven Robotic Surfaces, at Human-Scale"
"Scott Hudson","KnitScript: A Domain-Specific Scripting Language for Advanced Machine Knitting"
"Scott Hutchins","Learning Custom Experience Ontologies via Embedding-based Feedback Loops"
"Scott James Naylor","DuoRhythmo: Design and remote user experience evaluation (UXE) of a collaborative accessible digital musical interface (CADMI) for people with ALS (PALS)"
"Scott Rettberg","Cognitive Assemblages in Ecological / Digital Art"
"Scott Smallwood","Dissecting My Data Body: How to Know Thyself as a Virtual Reality in the Digital Age"
"Scott Swearingen","The Woods: A Mixed-Reality Two-Player Cooperative Game"
"Scott Wilson","A Strata-Based Approach to Discussing Artistic Data Sonification"
"Scott Wilson","Sonification of High Energy Physics Data Using Live Coding and Web Based Interfaces"
"Sean Follmer","Beyond the Artifact: Power as a Lens for Creativity Support Tools"
"Sean Hongsheng Zhai","Dépaysement: Embracing Physicality—Transforming Computational Visual Music to Fine Art Monotype"
"Sean Liu","RadarVR: Exploring Spatiotemporal Visual Guidance in Cinematic VR"
"Sean Soraghan","KIMA: The Wheel—Voice Turned into Vision: A Participatory, Immersive Visual Soundscape Installation"
"Sebastian Gatz","Cosmo-Techno-Poiesis: Architecture of Environmental Control"
